"Watershed","Species","AgeClass","sd.Year","sd.Stream","sd.StreamYear","sd.Resid","BACI.eff","n.years.b","n.years.a","n.streams.t","n.streams.c","n.sites.per.year","alpha","sdSite","sdYear","sdSiteYear","sdResid","n_TA","n_TB","n_CA","n_CB","ns_T","ns_C","ny_B","ny_A","mu_TA","mu_TB","mu_CA","mu_CB","baci","dfdenom","ncp","Fcrit","power","Tcrit","os.power1","os.power2"
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,2,4,1,3,10,0.15,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,2,4,1.09861228866811,0,0,0,1.09861228866811,14,6.16246833417537,2.31981856461654,0.828632335887021,1.07628024458382,0.918772096785734,0.000257601421903897
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,2,4,1,2,10,0.15,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,2,4,1.09861228866811,0,0,0,1.09861228866811,9,19.5824255618056,2.47664432107412,0.996614363559677,1.09971619639466,0.999413021799348,4.61800856443872e-08
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,2,4,1,2,10,0.15,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,2,4,1.09861228866811,0,0,0,1.09861228866811,9,9.86892230718637,2.47664432107412,0.934574606684139,1.09971619639466,0.977543940219252,2.15626854881412e-05
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,2,4,1,3,10,0.15,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,2,4,1.09861228866811,0,0,0,1.09861228866811,14,3.20651849321193,2.31981856461654,0.612506913320976,1.07628024458382,0.763959810469515,0.00260683929533501
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,2,4,1,2,10,0.15,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,2,4,1.09861228866811,0,0,0,1.09861228866811,9,6.73344193141274,2.47664432107412,0.84127624639375,1.09971619639466,0.930169163415415,0.000186895707693813
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,2,4,1,2,10,0.15,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,2,4,1.09861228866811,0,0,0,1.09861228866811,9,5.27939352500106,2.47664432107412,0.76475549969571,1.09971619639466,0.882895989553961,0.000540137704026833
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,2,4,1,2,10,0.15,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,2,4,1.09861228866811,0,0,0,1.09861228866811,9,10.2555549037536,2.47664432107412,0.941523613682682,1.09971619639466,0.980508861929598,1.66660501209615e-05
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,3,4,1,2,10,0.15,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,3,4,0.693147180559945,0,0,0,0.693147180559945,11,54.1820733335279,2.39494123019295,0.999999983768971,1.08766638035038,0.99999999954187,4.44089209850063e-16
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,3,4,1,3,10,0.15,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,3,4,0.693147180559945,0,0,0,0.693147180559945,17,5.11830805737966,2.27303793282033,0.774272004041989,1.0690331106211,0.882845955935335,0.000549481204264124
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,3,4,1,2,10,0.15,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,3,4,0.693147180559945,0,0,0,0.693147180559945,11,56.4490048859606,2.39494123019295,0.999999992894549,1.08766638035038,0.999999999820815,2.22044604925031e-16
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,3,4,1,2,10,0.15,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,3,4,0.693147180559945,0,0,0,0.693147180559945,11,2.73261151729894,2.39494123019295,0.554734149407967,1.08766638035038,0.717417027117035,0.00402196189220638
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,3,4,1,3,10,0.15,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,3,4,0.693147180559945,0,0,0,0.693147180559945,17,3.15399635469852,2.27303793282033,0.611653308325614,1.0690331106211,0.761435390669901,0.00267777899024169
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,3,4,1,2,10,0.15,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,3,4,0.693147180559945,0,0,0,0.693147180559945,11,10.0224285933559,2.39494123019295,0.941789849591275,1.08766638035038,0.979725718605404,1.82237683874487e-05
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,3,4,1,2,10,0.15,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,3,4,0.693147180559945,0,0,0,0.693147180559945,11,5.05098660045835,2.39494123019295,0.757891425267568,1.08766638035038,0.875776843727609,0.000616782813849581
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,3,4,1,3,10,0.15,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,3,4,0.693147180559945,0,0,0,0.693147180559945,17,1.64111961156505,2.27303793282033,0.425274238113929,1.0690331106211,0.588664455667757,0.0107946377793422
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,3,4,1,2,10,0.15,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,3,4,0.693147180559945,0,0,0,0.693147180559945,11,3.44622481684391,2.39494123019295,0.629066814110815,1.08766638035038,0.780320809303309,0.00219368521566154
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,3,4,1,2,10,0.15,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,3,4,0.693147180559945,0,0,0,0.693147180559945,11,2.70203221013394,2.39494123019295,0.551284357221543,1.08766638035038,0.714353629565384,0.00413113931946896
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,3,4,1,2,10,0.15,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,3,4,0.693147180559945,0,0,0,0.693147180559945,11,5.24886799052053,2.39494123019295,0.770609984428664,1.08766638035038,0.884266614111217,0.000530901187140498
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,3,4,1,2,10,0.15,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,3,4,1.09861228866811,0,0,0,1.09861228866811,11,136.111118486409,2.39494123019295,1,1.08766638035038,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,3,4,1,3,10,0.15,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,3,4,1.09861228866811,0,0,0,1.09861228866811,17,12.8577330394784,2.27303793282033,0.97896295483144,1.0690331106211,0.993622626321049,2.46630703482076e-06
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,3,4,1,2,10,0.15,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,3,4,1.09861228866811,0,0,0,1.09861228866811,11,141.805891132601,2.39494123019295,1,1.08766638035038,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,3,4,1,2,10,0.15,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,3,4,1.09861228866811,0,0,0,1.09861228866811,11,6.86461013994172,2.39494123019295,0.853768377435228,1.08766638035038,0.935355799891737,0.000162058421822597
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,3,4,1,3,10,0.15,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,3,4,1.09861228866811,0,0,0,1.09861228866811,17,7.9231735725112,2.27303793282033,0.900992666224467,1.0690331106211,0.958415420738533,7.00314900760057e-05
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,3,4,1,2,10,0.15,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,3,4,1.09861228866811,0,0,0,1.09861228866811,11,25.1774042937499,2.39494123019295,0.999551686742098,1.08766638035038,0.999940648916362,1.41225720007299e-09
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,3,4,1,2,10,0.15,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,3,4,1.09861228866811,0,0,0,1.09861228866811,11,12.6886143949539,2.39494123019295,0.974127538216699,1.08766638035038,0.992526688365614,3.1424361732757e-06
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,3,4,1,3,10,0.15,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,3,4,1.09861228866811,0,0,0,1.09861228866811,17,4.12266663412962,2.27303793282033,0.701576322134594,1.0690331106211,0.831782080813449,0.00120087086260023
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,3,4,1,2,10,0.15,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,3,4,1.09861228866811,0,0,0,1.09861228866811,11,8.65728248324495,2.39494123019295,0.912802208670004,1.08766638035038,0.966421314731684,4.60826747922249e-05
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,3,4,1,2,10,0.15,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,3,4,1.09861228866811,0,0,0,1.09861228866811,11,6.78779167500136,2.39494123019295,0.850550367841142,1.08766638035038,0.933529197776573,0.000171240268425077
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,3,4,1,2,10,0.15,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,3,4,1.09861228866811,0,0,0,1.09861228866811,11,13.1857134476833,2.39494123019295,0.977819376081282,1.08766638035038,0.993805936602679,2.27880453385065e-06
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,4,4,1,2,10,0.15,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,4,4,0.693147180559945,0,0,0,0.693147180559945,13,63.2124188891159,2.34065400157454,0.999999999623402,1.0794687370359,0.99999999999164,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,4,4,1,3,10,0.15,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,4,4,0.693147180559945,0,0,0,0.693147180559945,20,5.97135940027626,2.24111534246775,0.82635316650889,1.0640157711604,0.915227098564177,0.000282434300861167
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,4,4,1,2,10,0.15,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,4,4,0.693147180559945,0,0,0,0.693147180559945,13,65.8571723669543,2.34065400157454,0.99999999986134,1.0794687370359,0.999999999997261,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,4,4,1,2,10,0.15,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,4,4,0.693147180559945,0,0,0,0.693147180559945,13,3.18804677018209,2.34065400157454,0.608619251111849,1.0794687370359,0.761544178559911,0.00266856520666992
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,4,4,1,3,10,0.15,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,4,4,0.693147180559945,0,0,0,0.693147180559945,20,3.67966241381494,2.24111534246775,0.666281128849674,1.0640157711604,0.803891332629691,0.0016984061397507
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,4,4,1,2,10,0.15,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,4,4,0.693147180559945,0,0,0,0.693147180559945,13,11.6928333589152,2.34065400157454,0.966923237293509,1.0794687370359,0.989530268769572,5.70565292512537e-06
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,4,4,1,2,10,0.15,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,4,4,0.693147180559945,0,0,0,0.693147180559945,13,5.89281770053474,2.34065400157454,0.812946545177987,1.0794687370359,0.909755092136269,0.000318387625842242
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,4,4,1,3,10,0.15,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,4,4,0.693147180559945,0,0,0,0.693147180559945,20,1.91463954682589,2.24111534246775,0.466036841091012,1.0640157711604,0.628715926742861,0.00815787854709138
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,4,4,1,2,10,0.15,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,4,4,0.693147180559945,0,0,0,0.693147180559945,13,4.02059561965123,2.34065400157454,0.686207046539853,1.0794687370359,0.822812418593429,0.00134424928863375
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,4,4,1,2,10,0.15,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,4,4,0.693147180559945,0,0,0,0.693147180559945,13,3.15237091182293,2.34065400157454,0.604952236045225,1.0794687370359,0.758497366659169,0.00275053363197064
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,4,4,1,2,10,0.15,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,4,4,0.693147180559945,0,0,0,0.693147180559945,13,6.12367932227395,2.34065400157454,0.824808657592774,1.0794687370359,0.917020251759321,0.000268454809957963
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,4,4,1,2,10,0.15,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,4,4,1.09861228866811,0,0,0,1.09861228866811,13,158.79630490081,2.34065400157454,1,1.0794687370359,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,4,4,1,3,10,0.15,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,4,4,1.09861228866811,0,0,0,1.09861228866811,20,15.0006885460581,2.24111534246775,0.99008602974169,1.0640157711604,0.997305615908558,5.89182886479023e-07
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,4,4,1,2,10,0.15,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,4,4,1.09861228866811,0,0,0,1.09861228866811,13,165.440206321369,2.34065400157454,1,1.0794687370359,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,4,4,1,2,10,0.15,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,4,4,1.09861228866811,0,0,0,1.09861228866811,13,8.008711829932,2.34065400157454,0.898621077075085,1.0794687370359,0.95843322865963,6.94331176213092e-05
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,4,4,1,3,10,0.15,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,4,4,1.09861228866811,0,0,0,1.09861228866811,20,9.24370250126306,2.24111534246775,0.935748536329954,1.0640157711604,0.975116972186346,2.70667827892979e-05
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,4,4,1,2,10,0.15,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,4,4,1.09861228866811,0,0,0,1.09861228866811,13,29.3736383427083,2.34065400157454,0.999910321871618,1.0794687370359,0.9999899157541,1.06005426658839e-10
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,4,4,1,2,10,0.15,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,4,4,1.09861228866811,0,0,0,1.09861228866811,13,14.8033834607796,2.34065400157454,0.987659879272013,1.0794687370359,0.996808098919549,7.5993528980689e-07
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,4,4,1,3,10,0.15,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,4,4,1.09861228866811,0,0,0,1.09861228866811,20,4.80977773981789,2.24111534246775,0.75691537946141,1.0640157711604,0.870055202832997,0.000685571416817021
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,4,4,1,2,10,0.15,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,4,4,1.09861228866811,0,0,0,1.09861228866811,13,10.1001628971191,2.34065400157454,0.945930701288617,1.0794687370359,0.980918984032479,1.65021030024137e-05
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,4,4,1,2,10,0.15,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,4,4,1.09861228866811,0,0,0,1.09861228866811,13,7.91909028750159,2.34065400157454,0.895902953065991,1.0794687370359,0.957034300608352,7.3939946346302e-05
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,4,4,1,2,10,0.15,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,4,4,1.09861228866811,0,0,0,1.09861228866811,13,15.3833323556305,2.34065400157454,0.989766269695804,1.0794687370359,0.997447431144245,5.25429610043204e-07
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,5,4,1,2,10,0.15,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,5,4,0.693147180559945,0,0,0,0.693147180559945,15,70.2360209879066,2.30198070846768,0.999999999981819,1.07353139558242,0.99999999999965,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,5,4,1,3,10,0.15,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,5,4,0.693147180559945,0,0,0,0.693147180559945,23,6.63484377808473,2.2179456762298,0.859345387110869,1.06033653958974,0.934312229312981,0.000169997087011708
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,5,4,1,2,10,0.15,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,5,4,0.693147180559945,0,0,0,0.693147180559945,15,73.1746359632822,2.30198070846768,0.999999999994172,1.07353139558242,0.9999999999999,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,5,4,1,2,10,0.15,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,5,4,0.693147180559945,0,0,0,0.693147180559945,15,3.54227418909121,2.30198070846768,0.647289192585788,1.07353139558242,0.791373975982689,0.00195356095006349
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,5,4,1,3,10,0.15,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,5,4,0.693147180559945,0,0,0,0.693147180559945,23,4.08851379312771,2.2179456762298,0.704463360917625,1.06033653958974,0.83187112224622,0.00120194977212384
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,5,4,1,2,10,0.15,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,5,4,0.693147180559945,0,0,0,0.693147180559945,15,12.9920370654614,2.30198070846768,0.979076057631972,1.07353139558242,0.993802580805089,2.33537037996889e-06
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,5,4,1,2,10,0.15,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,5,4,0.693147180559945,0,0,0,0.693147180559945,15,6.54757522281638,2.30198070846768,0.84819753916725,1.07353139558242,0.929916510101093,0.000192025669783602
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,5,4,1,3,10,0.15,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,5,4,0.693147180559945,0,0,0,0.693147180559945,23,2.12737727425099,2.2179456762298,0.496474723590266,1.06033653958974,0.657220642348826,0.00660353297529714
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,5,4,1,2,10,0.15,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,5,4,0.693147180559945,0,0,0,0.693147180559945,15,4.46732846627914,2.30198070846768,0.725870664596377,1.07353139558242,0.850450512890568,0.000925585648221761
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,5,4,1,2,10,0.15,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,5,4,0.693147180559945,0,0,0,0.693147180559945,15,3.50263434646992,2.30198070846768,0.643519501150039,1.07353139558242,0.788386416951384,0.00201895396055374
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,5,4,1,2,10,0.15,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,5,4,0.693147180559945,0,0,0,0.693147180559945,15,6.80408813585996,2.30198070846768,0.859151923715544,1.07353139558242,0.936229113486962,0.000159344946667139
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,5,4,1,2,10,0.15,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,5,4,1.09861228866811,0,0,0,1.09861228866811,15,176.440338778678,2.30198070846768,1,1.07353139558242,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,5,4,1,3,10,0.15,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,5,4,1.09861228866811,0,0,0,1.09861228866811,23,16.6674317178424,2.2179456762298,0.994582588072709,1.06033653958974,0.998636557472369,1.96003467900496e-07
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,5,4,1,2,10,0.15,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,5,4,1.09861228866811,0,0,0,1.09861228866811,15,183.822451468186,2.30198070846768,1,1.07353139558242,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,5,4,1,2,10,0.15,0.980973164479164,0,0,1.41753074557219,10,10,10,10,1,2,5,4,1.09861228866811,0,0,0,1.09861228866811,15,8.89856869992445,2.30198070846768,0.92465243878422,1.07353139558242,0.970707620031963,3.62501234856261e-05
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,5,4,1,3,10,0.15,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,10,10,10,10,1,3,5,4,1.09861228866811,0,0,0,1.09861228866811,23,10.270780556959,2.2179456762298,0.954613112033102,1.06033653958974,0.98341473983847,1.30706406283876e-05
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,5,4,1,2,10,0.15,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,10,10,10,10,1,2,5,4,1.09861228866811,0,0,0,1.09861228866811,15,32.6373759363426,2.30198070846768,0.999975567059157,1.07353139558242,0.999997529163451,1.43158818133315e-11
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,5,4,1,2,10,0.15,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,10,10,10,10,1,2,5,4,1.09861228866811,0,0,0,1.09861228866811,15,16.4482038453106,2.30198070846768,0.993224669465319,1.07353139558242,0.998375166413672,2.54493924600752e-07
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,5,4,1,3,10,0.15,0.286761302241446,0,0.504983463699131,1.10180081728529,10,10,10,10,1,3,5,4,1.09861228866811,0,0,0,1.09861228866811,23,5.34419748868655,2.2179456762298,0.793813046935537,1.06033653958974,0.893953907566065,0.000447427325279026
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,5,4,1,2,10,0.15,0.143380651120723,0,0.252491741697289,0.977642811915819,10,10,10,10,1,2,5,4,1.09861228866811,0,0,0,1.09861228866811,15,11.2224032190212,2.30198070846768,0.96329015683122,1.07353139558242,0.987812630882569,7.49677983780117e-06
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,5,4,1,2,10,0.15,0.559443654460811,0.694370673044843,0,1.42552938370535,10,10,10,10,1,2,5,4,1.09861228866811,0,0,0,1.09861228866811,15,8.7989892083351,2.30198070846768,0.922337267442903,1.07353139558242,0.96959535944799,3.88364802590413e-05
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,5,4,1,2,10,0.15,0.709370350062404,0.297926717858706,0,1.02279503078157,10,10,10,10,1,2,5,4,1.09861228866811,0,0,0,1.09861228866811,15,17.0925915062561,2.30198070846768,0.99452996956206,1.07353139558242,0.998737012693678,1.69558169504924e-07
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,2,5,1,2,10,0.15,0,0,0.0373436355465937,0.295628162459183,10,10,10,10,1,2,2,5,0.693147180559945,0,0,0,0.693147180559945,11,45.1517277779398,2.39494123019295,0.999999577337901,1.08766638035038,0.999999981138212,1.55431223447522e-14
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,2,5,1,3,10,0.15,0.982347495162949,0,0,1.09858707469746,10,10,10,10,1,3,2,5,0.693147180559945,0,0,0,0.693147180559945,17,4.26525671448304,2.27303793282033,0.713129643404245,1.0690331106211,0.840246711201148,0.00107122081183508
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,2,5,1,2,10,0.15,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,10,10,10,10,1,2,2,5,0.693147180559945,0,0,0,0.693147180559945,11,47.0408374049665,2.39494123019295,0.999999785331046,1.08766638035038,0.999999991307026,5.99520433297585e-15
