"Watershed","Species","AgeClass","sd.Year","sd.Stream","sd.StreamYear","sd.Resid","BACI.eff","n.years.b","n.years.a","n.streams.t","n.streams.c","n.sites.per.year","alpha","sdSite","sdYear","sdSiteYear","sdResid","n_TA","n_TB","n_CA","n_CB","ns_T","ns_C","ny_B","ny_A","mu_TA","mu_TB","mu_CA","mu_CB","baci","dfdenom","ncp","Fcrit","power","Tcrit","os.power1","os.power2"
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,5,5,1,2,15,0.05,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,15,15,15,15,1,2,5,5,1.09861228866811,0,0,0,1.09861228866811,17,27.7563439889616,4.45132177246813,0.998617294554092,1.73960672607507,0.999664089063334,8.8733465020141e-12
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,5,5,1,3,15,0.05,0.286761302241446,0,0.504983463699131,1.10180081728529,15,15,15,15,1,3,5,5,1.09861228866811,0,0,0,1.09861228866811,26,6.73642319457845,4.22520127312749,0.704957222368382,1.70561791975927,0.811144705572953,1.48688677809039e-05
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,5,5,1,2,15,0.05,0.143380651120723,0,0.252491741697289,0.977642811915819,15,15,15,15,1,2,5,5,1.09861228866811,0,0,0,1.09861228866811,17,15.7806862171001,4.45132177246813,0.962426890954026,1.73960672607507,0.984723935943225,2.22226336221709e-08
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,5,5,1,2,15,0.05,0.559443654460811,0.694370673044843,0,1.42552938370535,15,15,15,15,1,2,5,5,1.09861228866811,0,0,0,1.09861228866811,17,14.8482942890655,4.45132177246813,0.952330010882486,1.73960672607507,0.97976609105569,4.22745062289565e-08
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,5,5,1,2,15,0.05,0.709370350062404,0.297926717858706,0,1.02279503078157,15,15,15,15,1,2,5,5,1.09861228866811,0,0,0,1.09861228866811,17,28.8437481668071,4.45132177246813,0.998993188524147,1.73960672607507,0.999765951510763,4.54514204051293e-12
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,2,7,1,2,15,0.05,0,0,0.0373436355465937,0.295628162459183,15,15,15,15,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,69.0003006498863,4.54307716526697,0.999999995494754,1.75305035569257,0.99999999978342,8.88178419700125e-16
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,2,7,1,3,15,0.05,0.982347495162949,0,0,1.09858707469746,15,15,15,15,1,3,2,7,0.693147180559945,0,0,0,0.693147180559945,23,6.96658596698898,4.27934430914465,0.714990084748525,1.71387152774705,0.820080618136015,1.27588131906275e-05
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,2,7,1,2,15,0.05,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,15,15,15,15,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,75.4806956986925,4.54307716526697,0.999999999465899,1.75305035569257,0.999999999979602,2.22044604925031e-16
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,2,7,1,2,15,0.05,0.980973164479164,0,0,1.41753074557219,15,15,15,15,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,3.71938789854578,4.54307716526697,0.438494422185762,1.75305035569257,0.577594629214719,0.000240250485987303
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,2,7,1,3,15,0.05,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,15,15,15,15,1,3,2,7,0.693147180559945,0,0,0,0.693147180559945,23,4.0905133232241,4.27934430914465,0.49120888249099,1.71387152774705,0.624612164227331,0.000153016211456025
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,2,7,1,2,15,0.05,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,15,15,15,15,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,13.0638562227586,4.54307716526697,0.921453595198728,1.75305035569257,0.964054723017028,1.6080631737303e-07
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,2,7,1,2,15,0.05,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,15,15,15,15,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,6.87495398395721,4.54307716526697,0.688521662257016,1.75305035569257,0.804028950202778,1.61379133418738e-05
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,2,7,1,3,15,0.05,0.286761302241446,0,0.504983463699131,1.10180081728529,15,15,15,15,1,3,2,7,0.693147180559945,0,0,0,0.693147180559945,23,1.66854105488845,4.27934430914465,0.235895727542569,1.71387152774705,0.347843602031194,0.00186755604630828
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,2,7,1,2,15,0.05,0.143380651120723,0,0.252491741697289,0.977642811915819,15,15,15,15,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,3.90870972131547,4.54307716526697,0.456371361434576,1.75305035569257,0.595582841930594,0.000201672127369545
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,2,7,1,2,15,0.05,0.559443654460811,0.694370673044843,0,1.42552938370535,15,15,15,15,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,3.67776606379341,4.54307716526697,0.434519456238834,1.75305035569257,0.573555194992923,0.000249754111900202
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,2,7,1,2,15,0.05,0.709370350062404,0.297926717858706,0,1.02279503078157,15,15,15,15,1,2,2,7,0.693147180559945,0,0,0,0.693147180559945,15,7.14429254265298,4.54307716526697,0.705073047843225,1.75305035569257,0.817137808521201,1.30181563156029e-05
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,2,7,1,2,15,0.05,0,0,0.0373436355465937,0.295628162459183,15,15,15,15,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,173.336078144188,4.54307716526697,1,1.75305035569257,1,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,2,7,1,3,15,0.05,0.982347495162949,0,0,1.09858707469746,15,15,15,15,1,3,2,7,1.09861228866811,0,0,0,1.09861228866811,23,17.5008033037345,4.27934430914465,0.97948047370687,1.71387152774705,0.992051409392523,5.55042012351237e-09
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,2,7,1,2,15,0.05,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,15,15,15,15,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,189.615518262641,4.54307716526697,1,1.75305035569257,1,0
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,2,7,1,2,15,0.05,0.980973164479164,0,0,1.41753074557219,15,15,15,15,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,9.34349713492066,4.54307716526697,0.814976730198482,1.75305035569257,0.897899178391721,2.38929219487094e-06
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,2,7,1,3,15,0.05,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,15,15,15,15,1,3,2,7,1.09861228866811,0,0,0,1.09861228866811,23,10.2758035887686,4.27934430914465,0.866336562408259,1.71387152774705,0.928441847322938,9.62912745094968e-07
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,2,7,1,2,15,0.05,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,15,15,15,15,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,32.8177932815462,4.54307716526697,0.999629261981482,1.75305035569257,0.999929182319588,5.50226531004228e-13
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,2,7,1,2,15,0.05,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,15,15,15,15,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,17.2706140375761,4.54307716526697,0.972416535376043,1.75305035569257,0.989666223258047,8.94996332601039e-09
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,2,7,1,3,15,0.05,0.286761302241446,0,0.504983463699131,1.10180081728529,15,15,15,15,1,3,2,7,1.09861228866811,0,0,0,1.09861228866811,23,4.19155220995992,4.27934430914465,0.50068167979462,1.71387152774705,0.633707402725041,0.000139378526278988
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,2,7,1,2,15,0.05,0.143380651120723,0,0.252491741697289,0.977642811915819,15,15,15,15,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,9.8190936461956,4.54307716526697,0.833445051111621,1.75305035569257,0.910321255763673,1.67502764381044e-06
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,2,7,1,2,15,0.05,0.559443654460811,0.694370673044843,0,1.42552938370535,15,15,15,15,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,9.23893866875182,4.54307716526697,0.810685891225933,1.75305035569257,0.894962582051567,2.58457578838911e-06
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,2,7,1,2,15,0.05,0.709370350062404,0.297926717858706,0,1.02279503078157,15,15,15,15,1,2,2,7,1.09861228866811,0,0,0,1.09861228866811,15,17.9472210815689,4.54307716526697,0.976833590562158,1.75305035569257,0.99158810202492,5.69005997874683e-09
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,3,7,1,2,15,0.05,0,0,0.0373436355465937,0.295628162459183,15,15,15,15,1,2,3,7,0.693147180559945,0,0,0,0.693147180559945,17,93.1504058773465,4.45132177246813,0.999999999999255,1.73960672607507,0.999999999999982,0
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,3,7,1,3,15,0.05,0.982347495162949,0,0,1.09858707469746,15,15,15,15,1,3,3,7,0.693147180559945,0,0,0,0.693147180559945,26,9.40489105543514,4.22520127312749,0.839342498702685,1.70561791975927,0.909970696132397,1.78161987141046e-06
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,3,7,1,2,15,0.05,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,15,15,15,15,1,2,3,7,0.693147180559945,0,0,0,0.693147180559945,17,101.898939193236,4.45132177246813,0.999999999999965,1.73960672607507,0.999999999999999,0
